id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_coed,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
526,"BHW-T10 4P C2, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C2,--,2902.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5724831096-BHW-T10 4P C2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
527,"BHW-T10 4P C3, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C3,--,2902.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,1395786402-BHW-T10 4P C3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
528,"BHW-T10 4P C4, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C4,--,3445.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,7890345126-BHW-T10 4P C4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
529,"BHW-T10 4P C6, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C6,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,1794853026-BHW-T10 4P C6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
530,"BHW-T10 4P C10, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C10,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5213678049-BHW-T10 4P C10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
531,"BHW-T10 4P C16, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C16,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,3280759164-BHW-T10 4P C16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
532,"BHW-T10 4P C20, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C20,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,9205318674-BHW-T10 4P C20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
533,"BHW-T10 4P C25, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C25,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,8165023974-BHW-T10 4P C25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
534,"BHW-T10 4P C32, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C32,--,2194.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5712409368-BHW-T10 4P C32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
535,"BHW-T10 4P C40, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C40,--,3209.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,0571398642-BHW-T10 4P C40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
536,"BHW-T10 4P C50, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C50,--,3209.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,5692841730-BHW-T10 4P C50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
537,"BHW-T10 4P C63, MCB, four Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P C63,--,3209.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type C,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,3487201695-BHW-T10 4P C63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
538,"BHW-T10 1P D1, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D1,--,578.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,1978235460-BHW-T10 1P D1,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
539,"BHW-T10 1P D2, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D2,--,578.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,5197806423-BHW-T10 1P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
540,"BHW-T10 1P D3, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D3,--,578.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,4685709321-BHW-T10 1P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
541,"BHW-T10 1P D4, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D4,--,578.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,0579412863-BHW-T10 1P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
542,"BHW-T10 1P D6, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D6,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,1042687359-BHW-T10 1P D6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
543,"BHW-T10 1P D10, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D10,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,0596374128-BHW-T10 1P D10,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
544,"BHW-T10 1P D16, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D16,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,3852679140-BHW-T10 1P D16,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
545,"BHW-T10 1P D20, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D20,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,7630924185-BHW-T10 1P D20,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
546,"BHW-T10 1P D25, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D25,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,5604817293-BHW-T10 1P D25,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
547,"BHW-T10 1P D32, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D32,--,495.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,2045867913-BHW-T10 1P D32,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
548,"BHW-T10 1P D40, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D40,--,826,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,0187365924-BHW-T10 1P D40,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
549,"BHW-T10 1P D50, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D50,855,855,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,2869145073-BHW-T10 1P D50,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,1,--
550,"BHW-T10 1P D63, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D63,--,826,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,6351209847-BHW-T10 1P D63,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
551,"BHW-T10 2P D1, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D1,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,0176532489-BHW-T10 2P D1,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
552,"BHW-T10 2P D2, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D2,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,4325860179-BHW-T10 2P D2,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
553,"BHW-T10 2P D3, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D3,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,7859014632-BHW-T10 2P D3,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
554,"BHW-T10 2P D4, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D4,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,3158062947-BHW-T10 2P D4,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
555,"BHW-T10 2P D6, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D6,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",--,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,5186324709-BHW-T10 2P D6,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
